Station Name,Accessibilité ,Adjacent building,Adjacent station,Adresse ,Architect,Architecte(s) ,Area,Artiste(s) ,Autocar liO ,Bus ,Bus Tisséo ,"Bus, Navette Tisséo ",Capital cost,Connecting line,Construction ,Coordonnéesgéographiques ,Date of official closure,Date of official opening,Different from,Elevation above sea level,Exploitant ,Has part(s),Has use,Heritage designation,Inception,Interchange station,Ligne(s) ,Linéo Tisséo ,Linéo TisséoNavette Tisséo ,Localisation,Located in or next to body of water,Located on street,Location,Mise en service ,Métro ,Named after,Navette Tisséo ,Nombre d'accès ,Operator,Owned by,Part of,Pays,Position parrapport au sol ,Pronunciation audio,Propriétaire ,Quais ,Quartier ,Quartier de Toulouse ,Replaces,Service entry,Significant event,Street address,Structure replaces,TAD Tisséo ,TER ,TER Occitanie ,Train ,Train urbain ,Trains ,Tramway ,Transit annuel ,Transport network,Téléphérique ,Ville,Visitors per year,Voies ,  ,  Train urbain ,​​​​​​​​​​​​​​​ ,​​​​​​​​​​​​​​​ BHNS ,​​​​​​​​​​​​​​​ Bus 
Gare de Meaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 57′ 28.8″ N, 2° 52′ 25.3″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Trilport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 57′ 36.8″ N, 2° 56′ 58.1″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Vaires - Torcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 52′ 30.9″ N, 2° 38′ 21.3″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Verneuil-l'Étang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 38′ 40.4″ N, 2° 49′ 29.3″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Champagne-sur-Seine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 24′ 24.1″ N, 2° 47′ 57.3″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Bagneaux-sur-Loing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 13′ 46″ N, 2° 42′ 15″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Bourron-Marlotte - Grez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 19′ 57″ N, 2° 41′ 31″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Chartrettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 29′ 13.5″ N, 2° 41′ 42.4″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Bois-le-Roi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 28′ 32″ N, 2° 41′ 31″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Dordives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 08′ 50.25″ N, 2° 45′ 45.55″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Ferrières - Fontenay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 05′ 47.58″ N, 2° 46′ 20.41″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Fontaine-le-Port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 29′ 13.8″ N, 2° 45′ 04.5″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halte de Fontainebleau-Forêt,,,"Fontainebleau–Avon railway station (Gare de Montargis, Gare de Montereau, Line R)",,,,,,,,,,,Paris–Marseille railway,,,,1950,,,,,,,,,,,,"48° 26′ 51.98″ N, 2° 43′ 46.4″ E",,,"Fontainebleau, Seine-et-Marne, Île-de-France, Metropolitan France, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Fontainebleau - Avon,,,"Halte de Fontainebleau-ForêtGare de Thomery (Gare de Montereau, Gare de Montargis, Line R)Gare de Bois-le-Roi (Paris-Gare-de-Lyon, Line R)",,François-Alexis Cendrier,,,,,,,,,Paris–Marseille railway,,,,,,77 m,,,,,,,,,,"48° 24′ 58″ N, 2° 43′ 37″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,TransilienTER Bourgogne-Franche-Comté,,,,,,,,,
Gare d'Héricy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 26′ 33.5″ N, 2° 45′ 38.6″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de La Grande-Paroisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 22′ 43.7″ N, 2° 53′ 49.2″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Livry-sur-Seine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 30′ 37″ N, 2° 40′ 44.6″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Montargis,,,"Gare de Nogent-sur-Vernisson (Gare de Lyon-Perrache, Moret–Lyon railway)Gare de Ferrières-Fontenay (Paris-Gare-de-Lyon, Moret–Lyon railway, Line R)Paris-Bercy-Bourgogne-Pays-d'Auvergne railway station (Q123564880)",,,,,,,,,,,Moret–Lyon railwayline from Villeneuve-Saint-Georges to MontargisQ3240091Q3239696,,,,1860,,89 m,,,,,,,,,,"48° 00′ 25″ N, 2° 44′ 35″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,"Avenue de la Gare, 45200 Montargis",,,,,,,,,,TransilienTER Centre-Val de LoireTER Bourgogne-Franche-Comté,,,,,,,,,
Gare de Moret - Veneux-les-Sablons,,,"Gare de Thomery (Paris-Gare-de-Lyon, Line R)Gare de Saint-Mammès (Gare de Montereau, Line R)Gare de Montigny-sur-Loing (Gare de Montargis, Moret–Lyon railway, Line R)",,,,,,,,,,,Paris–Marseille railwayMoret–Lyon railway,,,,1858,,71 m,,,,,,,,,,"48° 22′ 42″ N, 2° 47′ 58″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,TransilienTER Bourgogne-Franche-Comté,,,,,,,,,
Gare de Montigny-sur-Loing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 20′ 11″ N, 2° 44′ 19″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Montereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 22′ 46″ N, 2° 56′ 35″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Nemours - Saint-Pierre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 16′ 03″ N, 2° 41′ 08″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Paris-Bercy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Souppes - Château-Landon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 10′ 55″ N, 2° 44′ 05″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Saint-Mammès,,,"Gare de Moret-Veneux-les-Sablons (Paris-Gare-de-Lyon, Line R)Gare de Montereau (Gare de Montereau, Line R)",,,,,,,,,,,Paris–Marseille railway,,,,1858,,,,,,,3 January 1849,,,,,"48° 22′ 56.44″ N, 2° 48′ 56.62″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,TransilienTER Bourgogne-Franche-ComtéTER Bourgogne,,,,,,,,,
Gare de Vernou-sur-Seine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 23′ 11.5″ N, 2° 50′ 32.4″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Thomery,,,"Fontainebleau–Avon railway station (Paris-Gare-de-Lyon, Line R)Gare de Moret-Veneux-les-Sablons (Gare de Montereau, Gare de Montargis, Line R)",,François-Alexis Cendrier,,,,,,,,,Paris–Marseille railway,,,,,,88 m,,,,,,,,,,"48° 23′ 39″ N, 2° 45′ 49″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Vulaines-sur-Seine - Samoreau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 25′ 50″ N, 2° 45′ 10.9″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare d'Igny,,,"Gare de Massy-Palaiseau (Gare de Massy-Palaiseau, Line V)gare de Bièvres (Gare de Versailles-Chantiers, Line V)",,,,,,,,,,,Grande Ceinture line,,,,,,74 m,,,,,,,,,,"48° 44′ 24″ N, 2° 13′ 51″ E",,,"Igny, Essonne, Île-de-France, Metropolitan France, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Bièvres,,,"Gare de Vauboyen (Gare de Versailles-Chantiers, RER C, Line V)gare d'Igny (Gare de Massy-Palaiseau, Line V)",,,,,,,,,,,Grande Ceinture line,,,,,,77 m,,,,,,,,,,"48° 45′ 04″ N, 2° 12′ 55″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Jouy-en-Josas,,,"Petit Jouy - Les Loges (Gare de Versailles-Chantiers, RER C, Line V)Gare de Vauboyen (Gare de Massy-Palaiseau, Line V)",,,,,,,,,,,Grande Ceinture line,,,,,,,,,,,,,,,,"48° 45′ 53″ N, 2° 09′ 48″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,"Avenue Jean Jaurés, 78350 Jouy-en-Josas, France",,,,,,,,,,Transilien,,,,,,,,,
Gare de Petit Jouy - Les Loges,,,"Gare de Versailles-Chantiers (Gare de Versailles-Chantiers, RER C, Line V)Jouy-en-Josas (Gare de Massy-Palaiseau, Line V)",,,,,,,,,,,Grande Ceinture line,,,,,,110 m,,,,,,,,,,"48° 46′ 15″ N, 2° 08′ 48″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Vauboyen,,,"Jouy-en-Josas (Gare de Versailles-Chantiers, RER C, Line V)gare de Bièvres (Gare de Massy-Palaiseau, Line V)",,,,,,,,,,,Grande Ceinture line,,,,,,85 m,,,,,,,,,,"48° 45′ 32″ N, 2° 11′ 32″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Bagatelle (métro de Toulouse),Oui ,,,Rue Henri-Desbals ,,,,Dimitry Orlac ,,,13​​​​​​​​​​​​​​​ ,,,,,"43° 34′ 48″ nord, 1° 24′ 44″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,,,,,,,26 juin 1993 ,,,,2 ,,,,France,Souterraine ,,Tisséo - Collectivités ,Latéraux ,Bagatelle ,,,,,,,,,,,,,,1 703 930 (2016) ,,,Toulouse,,,,,,,
Argoulets (métro de Toulouse),Oui ,,,Rue de Gaillac ,,Séquences Architectes ,,Jacques Vieille ,760 ,,33​43​76​​​​​​​​​​​​​ ,,,,,"43° 37′ 28″ nord, 1° 28′ 37″ est ",,,,,Tisséo ,,,,,,  ,,,,,,,20 décembre 2003 ,,,,,,,,France,Souterraine ,,Tisséo ,Latéraux ,Les Argoulets ,,,,,,,,,,,,,,1 529 475 (2016) ,,,Toulouse,,,,,,,
Basso Cambo (métro de Toulouse),Oui ,,,Place Édouard-Bouillière ,,,,Beate Honsell-Weiss ,388 ,,18​21​25​46​48​49​50​53​58​85​87​117​​​​ ,,,,,"43° 34′ 12″ nord, 1° 23′ 32″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,L4​L11​L14​​​​​​​​​​​​​ ,,,,,,26 juin 1993 ,,,,,,,,France,Aérienne ,,Tisséo - Collectivités ,Latéraux ,Basso Cambo ,,,,,,,,,,,,,,3 022 699 (2016) ,,,Toulouse,,,,,,,
Arènes (métro de Toulouse),Oui ,,,Place Agapito-Nadal ,,Architecture-Studio ,,Olivier Debré ,305 ,,18​34​67​​​​​​​​​​​​​ ,,,,,"43° 35′ 35″ nord, 1° 25′ 06″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,L2​L3​L14​​​​​​​​​​​​​ ,,,,,,26 juin 1993 ,,,,,,,,France,Souterraine ,,Tisséo - Collectivités ,2 (latéraux) ,Les Arènes ,,,,,,,,Toulouse-Matabiau - Colomiers - L'Isle-Jourdain - Auch ,,,Arènes - Colomiers ,,  ,5 994 848 (2016) ,,,Toulouse,,,,,,,
Balma – Gramont (métro de Toulouse),Oui ,,,Route d'Agde ,,Séquences Architectes ,,Jean-Michel Othoniel ,304353376381756 ,20​51​68​72​83​84​101​102​103​106​​​​​​ ,,,,,,"43° 37′ 47″ nord, 1° 28′ 59″ est ",,,,,Tisséo ,,,,,,  ,,,,,,,20 décembre 2003 ,,,,,,,,France,Souterraine ,,Tisséo ,2 (Latéraux) ,Gramont ,,,,,,,,,,,,,,4 682 568 (2016) ,,,BalmaToulouse,,,,,,,
Bellefontaine (métro de Toulouse),Oui ,,,Allée de Bellefontaine ,,,,Guy-Rachel Grataloup ,,,,,,,,"43° 33′ 58″ nord, 1° 23′ 54″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,L14​​​​​​​​​​​​​​​ ,,,,,,26 juin 1993 ,,,,,,,,France,Souterraine ,,Tisséo - Collectivités ,Latéraux ,Bellefontaine ,,,,,,,,,,,,,,1 278 900 (2016) ,,,Toulouse,,,,,,,
Capitole (métro de Toulouse),Oui ,,,Square Charles-de-Gaulle ,,,,Giulio Paolini ,,,,,,,,"43° 36′ 17″ nord, 1° 26′ 44″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,,,,,,,26 juin 1993 ,,,Ville​​​​​​​​​​​​​​​ ,3 ,,,,France,Souterraine ,,Tisséo - Collectivités ,1 central ,Capitole ,,,,,,,,,,,,,,4 765 379 (2016) ,,,Toulouse,,2 ,,,,,
Esquirol (métro de Toulouse),Oui ,,,Place Étienne-Esquirol ,,Séquences Architectes ,,François Bouillon ,,44​​​​​​​​​​​​​​​ ,,,,,,"43° 36′ 01″ nord, 1° 26′ 40″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,,,,,,,26 juin 1993 ,  (Station Carmes à proximité) ,,,2 ,,,,France,Souterraine ,,Tisséo - Collectivités ,Central ,Esquirol ,,,,,,,,,,,,,,4 118 704 (2016) ,,,Toulouse,,,,,,,
Fontaine-Lestang (métro de Toulouse),Oui ,,,Rue Louis-Vestrepain ,,,,Richard Di RosaHervé Di Rosa ,,,13​​​​​​​​​​​​​​​ ,,,,,"43° 35′ 15″ nord, 1° 25′ 06″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,,,,,,,26 juin 1993 ,,,,,,,,France,Souterraine ,,Tisséo - Collectivités ,Latéraux ,Fontaine-Lestang ,,,,,,,,,,,,,,555 529 (2016) ,,,Toulouse,,,,,,,
Jean-Jaurès (métro de Toulouse),Oui ,,,Allées Jean-Jaurès - Allées du Président-Franklin-Roosevelt ,,Atelier 13De Capele-LamarqueLCR Architectes (réaménagement de 2013) ,,Felice Varini (Ligne A)Julije Knifer (Ligne B)KLD-Design et Chat Maigre (Cabines d'ascenseurs) ,,,,15​23​Aéroport​Cimetières​Ville​​​​​​​​​​​ ,,,,"43° 36′ 21″ nord, 1° 26′ 56″ est ",,,,,Tisséo ,,,,,,   ,L1​L8​L9​L14​​​​​​​​​​​​ ,,,,,,26 juin 1993 (ligne A)30 juin 2007 (ligne B) ,,,,4 ,,,,France,Souterraine ,,Tisséo ,Ligne A :1 CentralLigne B :1 Central et 2 Latéraux ,Saint-Georges ,,,,,,,,,,,,,,21 226 144 (2018) ,,,Toulouse,,,,,,,
Mermoz (métro de Toulouse),Oui ,,,Rue Jean-Mermoz ,,Christian GoutFrançois Renier ,,Jean-Paul Chambas ,,,13​​​​​​​​​​​​​​​ Uniquement vers Oncopole Courrière ,,,,,"43° 35′ 00″ nord, 1° 24′ 55″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,,,,,,,26 juin 1993 ,,,,1 ,,,,France,Souterraine ,,Tisséo - Collectivités ,Latéraux ,La Faourette ,,,,,,,,,,,,,,778 424 (2016) ,,,Toulouse,,,,,,,
Marengo – SNCF (métro de Toulouse),Oui ,,,Boulevard de Marengo ,,,,Bernard Gerboud ,Gare routière de Toulouse : 318319343351352353354355356357358359361362363369372373377380383386388413452756935 ,,,,,,,"43° 36′ 39″ nord, 1° 27′ 18″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,,L8​L9​L14​​​​​​​​​​​​​Cimetières​​​​​​​​​​​​​​​ ,,,,,26 juin 1993 ,,,,3 ,,,, France,Souterraine ,,Tisséo - Collectivités ,2 (Latéraux) ,Marengo ,,,,,,,,,,,,"Gare de Toulouse-Matabiau : TGV, Intercités et TER ",,4 855 562 (2016) ,,,Toulouse,,,,,,,
Jolimont (métro de Toulouse),Oui ,,,Avenue Yves Brunaud ,,,,Jean-Louis Garnell ,,,,37​Cimetières​​​​​​​​​​​​​​ ,,,,"43° 36′ 55″ nord, 1° 27′ 49″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,L9​​​​​​​​​​​​​​​ ,,,,,,26 juin 1993 ,,,,,,,,France,Aérienne ,,Tisséo - Collectivités ,2 (Latéraux) ,Jolimont ,,,,,,,,,,,,,,2 309 426 (2016) ,,,Toulouse,,,,,,,
Mirail – Université (métro de Toulouse),Oui ,,,Rue de l'Université-du-Mirail ,,,,Daniel Coulet ,,,,,,,,"43° 34′ 29″ nord, 1° 24′ 07″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,L14​​​​​​​​​​​​​​​ ,,,,,,26 juin 1993 ,,,,,,,, France,Souterraine ,,Tisséo - Collectivités ,Latéraux ,Mirail ,,,,,,,,,,,,,,2 476 112 (2016) ,,,Toulouse,,,,,,,
Patte-d'Oie (métro de Toulouse),Oui ,,,Place de la Patte-d'Oie ,,,,Noël Cuin ,343362363365369373 ,,45​66​​​​​​​​​​​​​​ ,,,,,"43° 35′ 47″ nord, 1° 25′ 23″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,L14​​​​​​​​​​​​​​​ ,,,,,,26 juin 1993 ,,,,2 ,,,,France,Souterraine ,,Tisséo - Collectivités ,Latéraux ,Patte d'Oie ,,,,,,,,,,,,,,2 035 765 (2016) ,,,Toulouse,,,,,,,
Reynerie (métro de Toulouse),Oui ,,,Place André-Abbal ,,,,Takis ,,,,,,,,"43° 34′ 15″ nord, 1° 24′ 07″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,,,,,,,26 juin 1993 ,,,,2 ,,,,France,Souterraine ,,Tisséo - Collectivités ,Latéraux ,La Reynerie ,,,,,,,,,,,,,,1 019 765 (2016) ,,,Toulouse,,,,,,,
Roseraie (métro de Toulouse),Oui ,,,Place de la Roseraie ,,Séquences Architectes ,,Damien Cabanes ,,,19​36​​​​​​​​​​​​​​ ,,,,,"43° 37′ 12″ nord, 1° 28′ 10″ est ",,,,,Tisséo ,,,,,,  ,L9​​​​​​​​​​​​​​​ ,,,,,,20 décembre 2003 ,,,,1 ,,,,France,Souterraine ,,Tisséo ,2 (Latéraux) ,La Roseraie ,,,,,,,,,,,,,,2 167 542 (2016) ,,,Toulouse,,,,,,,
Saint-Cyprien – République (métro de Toulouse),Oui ,,,Place intérieure Saint-Cyprien ,,Brunerie & Irissou Architectes ,,François Morellet ,343362363365369373 ,,,13​​45​66​Ville​​​​​​​​​​​ ,,,,"43° 35′ 53″ nord, 1° 25′ 54″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,L14​​​​​​​​​​​​​​​ ,,,,,,26 juin 1993 ,,,,3 ,,,,France,Souterraine ,,Tisséo - Collectivités ,Latéraux ,Saint-Cyprien ,,,,,,,,,,,,,,3 241 919 (2016) ,,,Toulouse,,,,,,,
Borderouge (métro de Toulouse),Oui ,,,Boulevard André Netwiller ,,Christian GoutFrançois Renier ,,Alain JosseauKLD-Design et Chat Maigre (Cabines d'ascenseurs) ,301302351354355 ,,19​26​33​36​40​41​42​73​114​126​​​​​​ ,,,,,"43° 38′ 27″ nord, 1° 27′ 09″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,,,,,,,30 juin 2007 ,,,,2 ,,,,France,Souterraine ,,Tisséo - Collectivités ,2 (Latéraux) ,Borderouge ,,,,,,,,,,,,,,2 928 200 (2018) ,,,Toulouse,,,,,,,
Barrière-de-Paris (métro de Toulouse),Oui ,,,La Barrière de Paris ,,Séquences Architectes ,,Bernar Venet ,351352372377 ,,15​29​41​110​Stade Ernest-Wallon​​​​​​​​​​​ ,,,,,"43° 37′ 37″ nord, 1° 26′ 02″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,,,,,,,30 juin 2007 ,,,,3 ,,,,France,Souterraine ,,Tisséo - Collectivités ,2 ,Barrière-de-Paris ,,,,,,,,,,,,,,1 938 647 (2018) ,,,Toulouse,,2 ,,,,,
Canal-du-Midi (métro de Toulouse),Oui ,,,Boulevard de l'Embouchure - boulevard de la Marquette ,,Bruno CasaltaOlivier GorgetJérémie Harter ,,Daniel Pommereulle ,,,,15​70​Cimetières​​​​​​​​​​​​​ ,,,,"43° 36′ 56″ nord, 1° 26′ 02″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,,,,,,,30 juin 2007 ,,,,2 (Une de chaque côté du canal) ,,,,France,Souterraine ,,Tisséo - Collectivités ,2 ,Les Minimes ,,,,,,,,,,,,,,1 917 486 (2018) ,,,Toulouse,,2 ,,,,,
Compans-Caffarelli (métro de Toulouse),Oui ,,,Boulevard Lascrosses ,,"A. Bayle,F.Arcangeliet V. Noailles ",,Ange Leccia ,343362363365369373388 ,,,45​63​Aéroport​​​​​​​​​​​​​ ,,,,"43° 36′ 38″ nord, 1° 26′ 09″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,L1​L14​​​​​​​​​​​​​​ ,,,,,,30 juin 2007 ,,,,3 ,,,,France,Souterraine ,,Tisséo - Collectivités ,2 ,Compans-Caffarelli ,,,,,,,,,,,,,,4 586 478 (2018) ,,,Toulouse,,2 ,,,,,
Carmes (métro de Toulouse),Oui ,,,Place des Carmes et rue du Languedoc ,,Almudever & Lefebvre ,,Jean-Paul MarcheschiKLD-Design et Chat Maigre (Cabines d'ascenseurs) ,,,44​Ville​​​​​​​​​​​​​​ ,,,,,"43° 35′ 52″ nord, 1° 26′ 44″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,,,,,,,30 juin 2007 ,  (Station Esquirol à proximité) ,,,2 ,,,,France,Souterraine ,,Tisséo - Collectivités ,2 ,Carmes ,,,,,,,,,,,,,,2 601 008 (2018) ,,,Toulouse,,2 ,,,,,
Empalot (métro de Toulouse),Oui ,,,Avenue Jean-Moulin ,,M. Defos du Ruau& Henry-Luc Amar ,,Alain Dezeuze ,318319 ,,44​54​152​​​​​​​​​​​​​ ,,,,,"43° 34′ 48″ nord, 1° 26′ 31″ est ",,,,,Tisséo ,,,,,,  ,L4​L5​​​​​​​​​​​​​​ ,,,,,,30 juin 2007 ,,,,,,,,France,Souterraine ,,Tisséo ,2 (Latéraux) ,,Empalot ,,,,,,,,,,,,,1 886 201 (2018) ,,,Toulouse,,,,,,,
François-Verdier (métro de Toulouse),Oui ,,,Boulevard Lazare Carnot ,,Jean-François SirvainJacques SutterPierre-Louis Taillandier ,,Patrick Corillon ,,,,,,,,"43° 36′ 02″ nord, 1° 27′ 07″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,L1​L8​L9​​​​​​​​​​​​​ ,,,,,,30 juin 2007 ,,,,2 ,,,,France,Souterraine ,,Tisséo - Collectivités ,2 ,Saint-Georges ,,,,,,,,,,,,,,3 385 070 (2018) ,,,Toulouse,,2 ,,,,,
Faculté-de-Pharmacie (métro de Toulouse),Oui ,,,Chemin des Maraîchers ,,PhiltreM. Massin ,,Didier Mencoboni ,,,34​44​78​​​​​​​​​​​​​ ,,,,,"43° 34′ 05″ nord, 1° 27′ 52″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,,,,,,,30 juin 2007 ,,,,,,,,France,Souterraine ,,Tisséo - Collectivités ,2 (Latéraux) ,Rangueil ,,,,,,,,,,,,,,1 999 307 (2018) ,,,Toulouse,,,,,,,
Jeanne-d'Arc (métro de Toulouse),Oui ,,,Boulevard de Strasbourg ,,M. Ratynski ,,Sophie CalleKLD-Design et Chat Maigre (cabines d'ascenseurs) ,,,,15​23​29​39​45​70​Aéroport​Cimetières​​​​​​​​ ,,,,"43° 36′ 31″ nord, 1° 26′ 43″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,L1​L14​​​​​​​​​​​​​​ ,,,,,,30 juin 2007 ,,,,2 ,,,,France,Souterraine ,,Tisséo - Collectivités ,2 ,MatabiauSaint-Georges ,,,,,,,,,,,,,,4 164 768 (2018) ,,,Toulouse,,2 ,,,,,
La Vache (métro de Toulouse),Oui ,,,Rue Paul Verlaine ,,Jean-Paul Ribes ,,Corinne Sentou ,,,59​69​169​​​​​​​​​​​​​ ,,,,,"43° 38′ 01″ nord, 1° 26′ 08″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,L10​​​​​​​​​​​​​​​ ,,,,,,30 juin 2007 ,,,,2 ,,,,France,Souterraine ,,Tisséo - Collectivités ,2 ,Barrière-de-Paris ,,,,,,,,,,,,,,2 148 148 (2018) ,,,Toulouse,,2 ,,,,,
Labège Madron (métro de Toulouse),,,,,,,,,,,,,,,À partir de 2022 ,"43° 33′ 04″ nord, 1° 30′ 15″ est ",,,,,Tisséo ,,,,,,   ,,,,,,,Prévue pour septembre 2027 (ligne B) et fin 2028 (ligne C) ,,,,,,,, France,,,,,,,,,,,,,,,,,,,,,,Labège,,,,,,,79204 
Niel (métro de Toulouse),,,,,,,,,,,,,,,Début des années 2000 ,"43° 34′ 39″ nord, 1° 26′ 46″ est ",,,,,Tisséo - Voyageurs ,,,,,,Fermée ( ) ,,,,,,,,,,,,,,,France,,,Tisséo - Collectivités ,,,,,,,,,,,,,,,,,,,Toulouse,,2 ,,,,,
Palais-de-Justice (métro de Toulouse),Oui ,,,Place Auguste-Lafourcade ,,Yvonnick CorlouerFrançois Linarès ,,IRWINKLD-Design et Chat Maigre (Cabines d'ascenseurs) ,,,66​​​​​​​​​​​​​​​ ,,,,,"43° 35′ 32″ nord, 1° 26′ 41″ est ",,,,,Tisséo - Voyageurs ,,,,,,  ,,,,,,,30 juin 2007 ,,,,2 ,,,,France,Souterraine ,,Tisséo - Collectivités ,2 (Latéraux) ,Saint-Michel ,,,,,,,,,,,,,  ,3 624 760 (2018) ,,,Toulouse,,,,,,,
